,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,name,Estimate  Median income (dollars)  HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER  Households
2763,06,075,015801,1400000US06075015801,06075015801,158.01,CT,343931,0,"POLYGON ((-122.44281 37.782971, -122.438901 37.78344999999999, -122.437863 37.783791, -122.434562 37.784152, -122.433973 37.781219, -122.433596 37.779355, -122.433407 37.778422, -122.436697 37.778006, -122.437072 37.779867, -122.440958 37.779364, -122.441512 37.782096, -122.442793 37.782885, -122.44281 37.782971))",158.01a,76689
2764,06,075,016100,1400000US06075016100,06075016100,161,CT,368899,0,"POLYGON ((-122.433973 37.781219, -122.430696 37.781635, -122.427396 37.782057, -122.424108 37.782477, -122.423541 37.779674, -122.423354 37.778747, -122.424998 37.778538, -122.426641 37.778329, -122.429929 37.777909, -122.433219 37.77749, -122.433407 37.778422, -122.433596 37.779355, -122.433973 37.781219))",161a,22500
2765,06,075,016200,1400000US06075016200,06075016200,162,CT,273256,0,"POLYGON ((-122.426641 37.778329, -122.424998 37.778538, -122.423354 37.778747, -122.423541 37.779674, -122.420358 37.780072, -122.419765 37.777291, -122.419359 37.775432, -122.424246 37.774811, -122.425888 37.77459899999999, -122.426263 37.776464, -122.426641 37.778329))",162a,106313
2766,06,075,017000,1400000US06075017000,06075017000,170,CT,469547,0,"POLYGON ((-122.446247 37.762247, -122.443538 37.765323, -122.443347 37.765333, -122.442575 37.765928, -122.442009 37.765907, -122.439301 37.768166, -122.438338 37.76900699999999, -122.436588 37.769001, -122.435794 37.769058, -122.435472 37.765727, -122.435193 37.762727, -122.435837 37.762485, -122.439491 37.762227, -122.440168 37.762187, -122.444196 37.761947, -122.446384 37.761816, -122.446247 37.762247))",170a,185435
2767,06,075,017902,1400000US06075017902,06075017902,179.02,CT,2705146,123857178,"MULTIPOLYGON (((-122.332045780727 37.7877603470098, -122.327561619753 37.7806441119025, -122.33227 37.781517, -122.332045780727 37.7877603470098)), ((-122.375979 37.738477, -122.374328 37.73779, -122.373537 37.737176, -122.371996 37.737043, -122.375168 37.736504, -122.374916 37.737453, -122.375137 37.737803, -122.376458 37.738252, -122.375979 37.738477)), ((-122.377679 37.83046, -122.373453 37.832298, -122.368752 37.831286, -122.362911 37.822696, -122.364289 37.81887, -122.358779 37.814278, -122.360775 37.812831, -122.361107 37.808029, -122.362294 37.807016, -122.367138 37.807429, -122.371649 37.809379, -122.372836 37.811068, -122.371269 37.81466899999999, -122.378962 37.826897, -122.377679 37.83046)), ((-122.420365736738 37.86334229717369, -122.419585 37.863282, -122.41847 37.861764, -122.419827349401 37.8600830082779, -122.420365736738 37.86334229717369)))",179.02a,59063
2768,06,075,020401,1400000US06075020401,06075020401,204.01,CT,327217,0,"POLYGON ((-122.447915 37.757589, -122.446395 37.758856, -122.446394 37.760907, -122.446783 37.761781, -122.446384 37.761816, -122.444196 37.761947, -122.440168 37.762187, -122.439491 37.762227, -122.439337 37.760627, -122.439167 37.759028, -122.442175 37.758939, -122.442258 37.757734, -122.44222 37.756639, -122.445106 37.756961, -122.444485 37.756354, -122.445283 37.756573, -122.44695 37.75655, -122.447915 37.757589))",204.01a,159412
2806,06,075,021600,1400000US06075021600,06075021600,216,CT,597916,0,"POLYGON ((-122.447399 37.746596, -122.444857 37.747025, -122.444556 37.746687, -122.443961 37.746765, -122.441408 37.74861, -122.438246 37.748665, -122.43809 37.74705, -122.435916 37.747179, -122.433697 37.747297, -122.431477 37.747434, -122.431256 37.74503199999999, -122.431022 37.742631, -122.430888 37.741833, -122.433259 37.741903, -122.43332 37.743296, -122.435559 37.743161, -122.43556 37.74155, -122.440049 37.745299, -122.444148 37.743297, -122.445214 37.743688, -122.447399 37.746596))",216a,143929
2811,06,075,030101,1400000US06075030101,06075030101,301.01,CT,346434,0,"POLYGON ((-122.464297 37.765963, -122.46109 37.766132, -122.458405 37.76616, -122.45779 37.766015, -122.456913 37.765874, -122.452947 37.766374, -122.452758 37.765443, -122.452569 37.764509, -122.455466 37.764161, -122.457536 37.763566, -122.460843 37.762628, -122.462972 37.762316, -122.463226 37.758562, -122.463782 37.758538, -122.463912 37.760405, -122.464042 37.762269, -122.464172 37.764131, -122.464297 37.765963))",301.01a,122264
2812,06,075,030302,1400000US06075030302,06075030302,303.02,CT,597811,0,"POLYGON ((-122.4766 37.756108, -122.473683 37.756237, -122.47121 37.755194, -122.470908 37.752616, -122.47068 37.752376, -122.469782 37.752675, -122.468335 37.753244, -122.4666 37.752803, -122.464462 37.752899, -122.463442 37.751195, -122.464186 37.750717, -122.465403 37.750986, -122.466469 37.750939, -122.466336 37.749075, -122.469549 37.748903, -122.470595 37.748869, -122.476131 37.748643, -122.476221 37.750509, -122.476355 37.752376, -122.4766 37.756108))",303.02a,138125
2813,06,075,030600,1400000US06075030600,06075030600,306,CT,521626,0,"POLYGON ((-122.461381 37.745569, -122.459174 37.747286, -122.458743 37.746876, -122.454637 37.746142, -122.454275 37.745908, -122.453897 37.745742, -122.451692 37.745629, -122.449861 37.743265, -122.452306 37.742819, -122.453773 37.743219, -122.454238 37.742835, -122.45464 37.742326, -122.454932 37.741777, -122.458082 37.739099, -122.458849 37.739158, -122.459184 37.739871, -122.459386 37.740571, -122.45984 37.74106099999999, -122.461234 37.742584, -122.463686 37.743749, -122.461381 37.745569))",306a,172500
2833,06,075,031100,1400000US06075031100,06075031100,311,CT,1078276,0,"POLYGON ((-122.453394 37.729837, -122.453411 37.731568, -122.453425 37.73304, -122.448873 37.733069, -122.439752 37.733111, -122.438816 37.733087, -122.438392 37.73442, -122.435825 37.733924, -122.433104 37.733419, -122.432422 37.733176, -122.435892 37.731577, -122.439558 37.730191, -122.439483 37.730112, -122.443075 37.728634, -122.443664 37.728304, -122.446308 37.725978, -122.447878 37.723005, -122.449546 37.723011, -122.451596 37.723033, -122.452335 37.72318, -122.452382 37.727868, -122.454002 37.729166, -122.453394 37.729837))",311a,127011
2834,06,075,032602,1400000US06075032602,06075032602,326.02,CT,472116,0,"POLYGON ((-122.486906 37.765054, -122.484763 37.76516, -122.484627 37.763231, -122.484496 37.76137, -122.484365 37.759501, -122.47687 37.759832, -122.476699 37.757968, -122.4766 37.756108, -122.479817 37.755966, -122.484104 37.75577699999999, -122.486248 37.755683, -122.486382 37.757542, -122.486512 37.759407, -122.48664 37.761276, -122.48677 37.763137, -122.486906 37.765054))",326.02a,96932
2885,06,075,021100,1400000US06075021100,06075021100,211,CT,424230,0,"POLYGON ((-122.434546 37.756093, -122.432331 37.756227, -122.430115 37.75636, -122.425532 37.756636, -122.425384 37.755035, -122.42524 37.753436, -122.425097 37.751845, -122.429659 37.751571, -122.43409 37.751304, -122.43424 37.752891, -122.434317 37.75369, -122.434546 37.756093))",211a,180656
2895,06,075,021800,1400000US06075021800,06075021800,218,CT,500951,0,"POLYGON ((-122.434401 37.736199, -122.434697 37.737256, -122.432443 37.735879, -122.431349 37.736618, -122.428726 37.738326, -122.431759 37.73980299999999, -122.430741 37.740424, -122.430888 37.741833, -122.423361 37.74229, -122.424258 37.739935, -122.42427 37.739866, -122.424724 37.738431, -122.425286 37.73764, -122.426722 37.736372, -122.428573 37.735082, -122.429391 37.734636, -122.432422 37.733176, -122.433104 37.733419, -122.435825 37.733924, -122.434401 37.736199))",218a,173372
2896,06,075,023001,1400000US06075023001,06075023001,230.01,CT,666063,0,"POLYGON ((-122.406853 37.73805, -122.399685 37.739902, -122.395945 37.737784, -122.396515 37.737156, -122.398488 37.733808, -122.400022 37.732311, -122.399423 37.731703, -122.399867 37.730292, -122.402105 37.72779, -122.402752 37.729357, -122.404657 37.732949, -122.40506 37.733652, -122.406295 37.735307, -122.406551 37.735721, -122.406853 37.73805))",230.01a,70865
2897,06,075,023103,1400000US06075023103,06075023103,231.03,CT,1255708,0,"POLYGON ((-122.384047 37.737514, -122.381558 37.738123, -122.380887 37.738828, -122.37911 37.73768, -122.376847 37.740192, -122.373364367386 37.7457632793685, -122.36758 37.740214, -122.369101 37.739593, -122.373572 37.739415, -122.373633 37.738854, -122.370762 37.738181, -122.367345 37.738479, -122.367554 37.7381, -122.369648 37.737684, -122.371996 37.737043, -122.373537 37.737176, -122.374328 37.73779, -122.375979 37.738477, -122.376458 37.738252, -122.375137 37.737803, -122.374916 37.737453, -122.375168 37.736504, -122.374715 37.735088, -122.374887291028 37.7342968808983, -122.374982 37.73386199999999, -122.374609 37.73288, -122.373327 37.733186, -122.372024 37.734213, -122.370077 37.732788, -122.369771405992 37.7326989677807, -122.373766 37.728005, -122.378542 37.728942, -122.379697 37.727618, -122.383431 37.729738, -122.38209 37.730635, -122.381439 37.730582, -122.379779 37.730799, -122.379932 37.733381, -122.381284 37.734034, -122.380186 37.73266, -122.382919 37.734511, -122.384047 37.737514))",231.03a,25871
2898,06,075,025401,1400000US06075025401,06075025401,254.01,CT,363715,12207,"POLYGON ((-122.425286 37.73764, -122.424724 37.738431, -122.42427 37.739866, -122.422841 37.741027, -122.421742 37.740581, -122.418584 37.739297, -122.415899 37.739002, -122.415955 37.73721099999999, -122.41676 37.735605, -122.420163 37.735777, -122.420224 37.735058, -122.422121 37.735153, -122.422688 37.735205, -122.426722 37.736372, -122.425286 37.73764))",254.01a,122232
2899,06,075,025701,1400000US06075025701,06075025701,257.01,CT,627371,0,"POLYGON ((-122.421703 37.731807, -122.415939 37.732072, -122.414388 37.732417, -122.409798 37.734828, -122.408779 37.735817, -122.408217 37.737612, -122.406853 37.73805, -122.406551 37.735721, -122.406295 37.735307, -122.405608 37.732439, -122.408509 37.731552, -122.40756 37.729261, -122.410519 37.728488, -122.41446 37.727457, -122.415193 37.729223, -122.416637 37.728809, -122.419486 37.729046, -122.419514 37.73149, -122.421703 37.731807))",257.01a,98724
2900,06,075,026004,1400000US06075026004,06075026004,260.04,CT,336229,0,"POLYGON ((-122.440141 37.717692, -122.437502 37.721176, -122.43715 37.721575, -122.433985 37.720063, -122.432385 37.71929799999999, -122.433555 37.717744, -122.431154 37.716594, -122.432777 37.714437, -122.437046 37.716008, -122.440418 37.717245, -122.440141 37.717692))",260.04a,95655
2919,06,075,026301,1400000US06075026301,06075026301,263.01,CT,367744,0,"POLYGON ((-122.444571 37.712783, -122.443706 37.713592, -122.441896 37.715308, -122.440999 37.716488, -122.440418 37.717245, -122.437046 37.716008, -122.432777 37.714437, -122.433682 37.713181, -122.436144 37.714254, -122.436203 37.714171, -122.436642 37.71355, -122.437811 37.71192, -122.443335 37.710555, -122.444097 37.711689, -122.444571 37.712783))",263.01a,70345
2925,06,075,047902,1400000US06075047902,06075047902,479.02,CT,397735,0,"POLYGON ((-122.509879 37.780627, -122.506509 37.780857, -122.505226 37.781077, -122.502012 37.781227, -122.498801 37.781377, -122.498669 37.779507, -122.498521 37.777531, -122.501733 37.777385, -122.506022 37.77719, -122.509228 37.777044, -122.509593 37.780173, -122.509879 37.780627))",479.02a,94688
3001,06,075,032902,1400000US06075032902,06075032902,329.02,CT,504600,0,"POLYGON ((-122.495433 37.755273, -122.492675 37.755398, -122.486248 37.755683, -122.486118 37.753815, -122.485988 37.751951, -122.485857 37.750085, -122.495046 37.749681, -122.495165 37.751543, -122.495307 37.75341, -122.495433 37.755273))",329.02a,94545
3002,06,075,033204,1400000US06075033204,06075033204,332.04,CT,373253,0,"POLYGON ((-122.484909 37.724032, -122.479631 37.719663, -122.478988 37.720844, -122.475347 37.720914, -122.475368 37.72037, -122.474528 37.719065, -122.474383 37.717507, -122.475818 37.716891, -122.47724 37.717709, -122.478674 37.717903, -122.479981 37.716942, -122.483205 37.717585, -122.483143 37.718517, -122.484832 37.718571, -122.485124 37.718575, -122.484909 37.724032))",332.04a,62701
3003,06,075,042700,1400000US06075042700,06075042700,427,CT,406940,0,"POLYGON ((-122.493491 37.783498, -122.490364 37.78364, -122.487151 37.783785, -122.487286 37.785649, -122.48408 37.785795, -122.483936 37.783931, -122.483804 37.782077, -122.483667 37.780207, -122.489019 37.779977, -122.491172 37.779869, -122.493305 37.77975199999999, -122.493446 37.781627, -122.493491 37.783498))",427a,76118
3028,06,075,061000,1400000US06075061000,06075061000,610,CT,2169753,865060,"POLYGON ((-122.405582 37.708231, -122.404821 37.709747, -122.404348 37.710443, -122.403109 37.711998, -122.402546 37.712266, -122.400626 37.712984, -122.398328 37.716259, -122.398515 37.717664, -122.397025 37.719515, -122.396682 37.720266, -122.393545 37.718487, -122.391141 37.71803999999999, -122.388131 37.71629799999999, -122.38685 37.717509, -122.386265 37.717179, -122.38282 37.721872, -122.383251 37.720151, -122.374980911262 37.71555763121989, -122.377251 37.714557, -122.379568 37.711491, -122.37529 37.708482, -122.390674 37.70864, -122.39137503156 37.708331, -122.393635 37.708244, -122.395107 37.708339, -122.404682 37.708331, -122.405292 37.708262, -122.405582 37.708231))",610a,93287
3029,06,075,980401,1400000US06075980401,06075980401,9804.01,CT,419323,247501289,"POLYGON ((-123.013916 37.700355, -123.007786 37.698943, -123.007548 37.70214, -123.003507 37.704396, -123.000893 37.701011, -122.998754 37.697438, -123.002794 37.692736, -123.005884 37.693489, -123.007548 37.695934, -123.012777 37.696498, -123.013916 37.700355))",9804.01a,-
3030,06,075,980900,1400000US06075980900,06075980900,9809,CT,3585240,260707,"POLYGON ((-122.406952 37.740495, -122.40459 37.744126, -122.403561 37.747762, -122.403569 37.749475, -122.402605 37.750558, -122.396408 37.751179, -122.394587 37.752427, -122.390683 37.752663, -122.381711 37.753186, -122.380985 37.753228, -122.378560351096 37.7535517721854, -122.376716 37.752094, -122.376241 37.748523, -122.373364367386 37.7457632793685, -122.376847 37.740192, -122.37911 37.73768, -122.380887 37.738828, -122.381558 37.738123, -122.385282 37.74024, -122.387143 37.741297, -122.387705 37.742697, -122.389425 37.738803, -122.391268 37.739853, -122.394093 37.736729, -122.395945 37.737784, -122.399685 37.739902, -122.406853 37.73805, -122.406952 37.740495))",9809a,-
3081,06,075,015700,1400000US06075015700,06075015700,157,CT,836664,0,"POLYGON ((-122.455217 37.777599, -122.453385 37.77782699999999, -122.454186 37.781651, -122.447302 37.782392, -122.445826 37.782512, -122.442793 37.782885, -122.441512 37.782096, -122.440958 37.779364, -122.442053 37.779244, -122.441866 37.7783, -122.441488 37.776435, -122.44478 37.776017, -122.446471 37.775802, -122.448068 37.775599, -122.451358 37.775175, -122.454683 37.774755, -122.455217 37.777599))",157a,116923
3105,06,075,010400,1400000US06075010400,06075010400,104,CT,335744,0,"POLYGON ((-122.414877 37.803542, -122.411581 37.803963, -122.408332 37.804367, -122.406625 37.804535, -122.405174 37.804763, -122.404798 37.802901, -122.40316 37.803098, -122.40279 37.80124199999999, -122.402421 37.799382, -122.405645 37.798969, -122.406024 37.800835, -122.406199 37.80172, -122.40777 37.801571, -122.411019 37.80117, -122.411376 37.801125, -122.412908 37.802184, -122.414877 37.803542))",104a,111105
3106,06,075,010900,1400000US06075010900,06075010900,109,CT,250647,0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109a,145417
3258,06,075,026002,1400000US06075026002,06075026002,260.02,CT,357872,0,"POLYGON ((-122.431801 37.728249, -122.431294 37.72873, -122.43039 37.728547, -122.424199 37.728736, -122.423336 37.727792, -122.421847 37.724199, -122.423807 37.723691, -122.424771 37.722172, -122.428074 37.723591, -122.426912 37.725151, -122.432447 37.727637, -122.431801 37.728249))",260.02a,100000
3299,06,075,047701,1400000US06075047701,06075047701,477.01,CT,364728,0,"POLYGON ((-122.489019 37.779977, -122.483667 37.780207, -122.482598 37.780265, -122.479388 37.780403, -122.479241 37.778408, -122.479106 37.776546, -122.482318 37.7764, -122.488741 37.776107, -122.488876 37.777972, -122.489019 37.779977))",477.01a,86848
3336,06,075,011902,1400000US06075011902,06075011902,119.02,CT,93053,0,"POLYGON ((-122.412461 37.791627, -122.409171 37.792043, -122.407536 37.792249, -122.40734 37.791296, -122.407149 37.790366, -122.408786 37.79016, -122.412076 37.78973999999999, -122.412266 37.790673, -122.412461 37.791627))",119.02a,84167
3337,06,075,012301,1400000US06075012301,06075012301,123.01,CT,92148,0,"POLYGON ((-122.414617 37.785582, -122.41297 37.78579, -122.411326 37.785996, -122.411516 37.78694, -122.408227 37.787359, -122.407853 37.785492, -122.41114 37.785075, -122.412782 37.784866, -122.41443 37.784657, -122.414617 37.785582))",123.01a,23371
3338,06,075,012501,1400000US06075012501,06075012501,125.01,CT,135257,0,"POLYGON ((-122.414054 37.782794, -122.410765 37.783214, -122.410952 37.784141, -122.41114 37.785075, -122.407853 37.785492, -122.407451 37.784604, -122.408104 37.78402, -122.408952 37.783288, -122.410336 37.782245, -122.412548 37.780508, -122.413365 37.779862, -122.413866 37.781863, -122.414054 37.782794))",125.01a,22150
3339,06,075,013000,1400000US06075013000,06075013000,130,CT,365819,0,"POLYGON ((-122.437326 37.797811, -122.435678 37.798021, -122.434036 37.79823, -122.432393 37.79843899999999, -122.430747 37.798648, -122.427457 37.799067, -122.424275 37.799472, -122.423705 37.796678, -122.426893 37.79627199999999, -122.430183 37.795854, -122.433469 37.795435, -122.435113 37.795226, -122.43695 37.795949, -122.437326 37.797811))",130a,161397
3340,06,075,013200,1400000US06075013200,06075013200,132,CT,546678,0,"POLYGON ((-122.446728 37.794706, -122.440234 37.795533, -122.438591 37.795741, -122.43695 37.795949, -122.435113 37.795226, -122.433469 37.795435, -122.430183 37.795854, -122.429625 37.793098, -122.434558 37.792472, -122.436204 37.792263, -122.437846 37.792054, -122.439488 37.791843, -122.446117 37.790999, -122.4463 37.791879, -122.446728 37.794706))",132a,188844
3341,06,075,013400,1400000US06075013400,06075013400,134,CT,354176,0,"POLYGON ((-122.446117 37.790999, -122.439488 37.791843, -122.437846 37.792054, -122.436204 37.792263, -122.435849 37.790502, -122.435486 37.788697, -122.438773 37.788278, -122.440488 37.788061, -122.443753 37.787647, -122.445402 37.787438, -122.445589 37.788364, -122.445758 37.789248, -122.445934 37.790119, -122.446117 37.790999))",134a,170729
3342,06,075,013500,1400000US06075013500,06075013500,135,CT,235184,0,"POLYGON ((-122.436204 37.792263, -122.434558 37.792472, -122.429625 37.793098, -122.42927 37.791339, -122.428905 37.789534, -122.43384 37.788906, -122.435486 37.788697, -122.435849 37.790502, -122.436204 37.792263))",135a,132750
3343,06,075,015300,1400000US06075015300,06075015300,153,CT,233721,0,"POLYGON ((-122.443753 37.787647, -122.440488 37.788061, -122.438773 37.788278, -122.435486 37.788697, -122.434918 37.785876, -122.436557 37.785668, -122.438206 37.785459, -122.443183 37.784827, -122.44337 37.785759, -122.443753 37.787647))",153a,141750
3361,06,075,015500,1400000US06075015500,06075015500,155,CT,311339,0,"POLYGON ((-122.443183 37.784827, -122.438206 37.785459, -122.436557 37.785668, -122.434918 37.785876, -122.431635 37.786293, -122.428336 37.786713, -122.425047 37.78713, -122.424704 37.785418, -122.431291 37.784621, -122.434562 37.784152, -122.437863 37.783791, -122.438901 37.78344999999999, -122.44281 37.782971, -122.443183 37.784827))",155a,64412
4016,06,075,016700,1400000US06075016700,06075016700,167,CT,490697,0,"POLYGON ((-122.443866 37.767536, -122.443356 37.768944, -122.442765 37.769661, -122.443312 37.77047, -122.440358 37.770847, -122.440735 37.772713, -122.437469 37.773127, -122.435751 37.773346, -122.432467 37.773757, -122.431904 37.770964, -122.43157 37.769307, -122.433572 37.769178, -122.435794 37.769058, -122.436588 37.769001, -122.438338 37.76900699999999, -122.439301 37.768166, -122.442009 37.765907, -122.442575 37.765928, -122.443533 37.766691, -122.443866 37.767536))",167a,174081
4020,06,075,015900,1400000US06075015900,06075015900,159,CT,296386,0,"POLYGON ((-122.434562 37.784152, -122.431291 37.784621, -122.424704 37.785418, -122.424678 37.785291, -122.424108 37.782477, -122.427396 37.782057, -122.430696 37.781635, -122.433973 37.781219, -122.434562 37.784152))",159a,79698
4021,06,075,061200,1400000US06075061200,06075061200,612,CT,434742,0,"POLYGON ((-122.395945 37.737784, -122.394093 37.736729, -122.391268 37.739853, -122.389425 37.738803, -122.387705 37.742697, -122.387143 37.741297, -122.385282 37.74024, -122.388529 37.736475, -122.38717 37.735698, -122.387399 37.734738, -122.389035 37.732919, -122.39106 37.734066, -122.391617 37.732487, -122.393904 37.733788, -122.392776 37.735038, -122.396515 37.737156, -122.395945 37.737784))",612a,59866
4249,06,075,011100,1400000US06075011100,06075011100,111,CT,247102,0,"POLYGON ((-122.422801 37.792161, -122.416113 37.793014, -122.415936 37.792133, -122.41575 37.791206, -122.415559 37.790254, -122.415372 37.78932, -122.422077 37.788474, -122.422237 37.789399, -122.42242 37.790358, -122.422611 37.791277, -122.422801 37.792161))",111a,105561
4250,06,075,011300,1400000US06075011300,06075011300,113,CT,102299,0,"POLYGON ((-122.411719 37.796291, -122.408431 37.796704, -122.408253 37.795824, -122.407903 37.79406, -122.407536 37.792249, -122.409171 37.792043, -122.409541 37.793852, -122.409722 37.794737, -122.411364 37.794527, -122.411719 37.796291))",113a,37991
4252,06,075,016500,1400000US06075016500,06075016500,165,CT,370453,0,"POLYGON ((-122.454683 37.774755, -122.451358 37.775175, -122.448068 37.775599, -122.446471 37.775802, -122.44478 37.776017, -122.441488 37.776435, -122.440922 37.773635, -122.444216 37.773212, -122.447497 37.77279, -122.450787 37.772368, -122.454083 37.77193, -122.454683 37.774755))",165a,132750
